-0.587,0.099,2.482
-0.665,0.038,2.769
-0.748,0.012,2.982
-0.799,-0.003,3.116
-0.807,-0.017,3.213
-0.790,-0.026,3.230
-0.750,-0.047,3.188
-0.723,-0.048,3.097
-0.691,-0.029,2.931
-0.643,-0.024,2.782
-0.583,-0.010,2.623
-0.528,0.014,2.461
-0.472,0.028,2.295
-0.417,0.055,2.122
-0.384,0.079,1.964
-0.356,0.101,1.820
-0.340,0.103,1.676
-0.300,0.063,1.560
-0.269,0.039,1.482
-0.262,0.013,1.414
-0.243,-0.022,1.329
-0.220,-0.050,1.230
-0.207,-0.090,1.134
-0.187,-0.085,1.053
-0.177,-0.075,0.975
-0.159,-0.072,0.921
-0.139,-0.064,0.862
-0.111,-0.069,0.780
-0.088,-0.073,0.729
-0.059,-0.074,0.702
-0.028,-0.095,0.660
-0.007,-0.092,0.617
0.015,-0.077,0.597
0.035,-0.072,0.574
0.053,-0.076,0.558
0.068,-0.069,0.553
0.084,-0.058,0.549
0.091,-0.050,0.533
0.092,-0.048,0.518
0.117,-0.037,0.513
0.133,-0.031,0.539
0.157,-0.051,0.565
0.184,-0.065,0.583
0.197,-0.053,0.607
0.190,-0.010,0.639
0.187,0.010,0.658
0.186,0.035,0.661
0.188,0.047,0.663
0.189,0.021,0.660
0.191,0.005,0.668
0.200,-0.007,0.675
0.213,-0.022,0.698
0.220,-0.035,0.731
0.227,-0.032,0.754
0.226,-0.020,0.772
0.223,0.002,0.783
0.220,0.031,0.796
0.220,0.024,0.794
0.228,0.028,0.811
0.229,0.030,0.839
0.231,0.028,0.840
0.239,0.027,0.847
0.245,0.031,0.879
0.253,0.027,0.908
0.261,0.032,0.922
0.263,0.038,0.926
0.262,0.050,0.924
0.256,0.052,0.921
0.260,0.032,0.918
0.266,0.019,0.907
0.260,0.031,0.903
0.259,0.038,0.903
0.266,0.027,0.910
0.276,0.020,0.927
0.278,0.031,0.946
0.282,0.019,0.938
0.289,-0.003,0.939
0.289,-0.013,0.929
0.276,0.019,0.928
0.274,0.032,0.946
0.285,0.016,0.959
0.293,-0.005,0.967
0.291,-0.000,0.983
0.283,0.018,0.993
0.282,0.022,0.995
0.281,0.007,0.977
0.274,0.003,0.960
0.269,0.002,0.945
0.273,-0.015,0.916
0.275,-0.022,0.899
0.269,-0.014,0.897
0.263,0.015,0.896
0.258,0.028,0.916
0.267,0.000,0.929
0.273,-0.010,0.931
0.268,0.009,0.955
0.259,0.038,0.973
0.254,0.035,0.974
0.257,0.029,0.965
0.258,0.029,0.952
0.257,0.034,0.947
0.256,0.038,0.935
0.256,0.031,0.921
0.257,0.022,0.906
0.254,0.031,0.900
0.250,0.047,0.910
0.252,0.043,0.931
0.259,0.029,0.937
0.260,0.033,0.947
0.258,0.040,0.962
0.257,0.045,0.976
0.255,0.062,0.988
0.250,0.054,0.982
0.250,0.042,0.971
0.251,0.028,0.967
0.247,0.030,0.965
0.246,0.038,0.959
0.245,0.035,0.956
0.250,0.027,0.955

-0.180,-0.418,-2.042
-0.299,-0.518,-1.607
-0.332,-0.523,-0.998
-0.420,-0.309,-0.353
-0.503,-0.144,0.254
-0.612,-0.062,0.805
-0.774,0.262,1.274
-0.827,0.488,1.602
-0.934,0.568,1.884
-0.982,0.600,2.193
-1.004,0.657,2.493
-1.027,0.635,2.755
-1.012,0.533,2.969
-0.959,0.390,3.100
-0.894,0.230,3.133
-0.833,0.100,3.077
-0.770,0.020,2.975
-0.728,-0.024,2.833
-0.682,-0.079,2.619
-0.646,-0.142,2.356
-0.611,-0.176,2.053
-0.555,-0.232,1.783
-0.495,-0.309,1.553
-0.434,-0.342,1.376
-0.380,-0.313,1.272
-0.332,-0.258,1.215
-0.287,-0.218,1.172
-0.262,-0.191,1.125
-0.240,-0.142,1.106
-0.235,-0.095,1.091
-0.235,-0.061,1.043
-0.236,-0.065,0.976
-0.235,-0.079,0.904
-0.221,-0.092,0.831
-0.203,-0.119,0.777
-0.182,-0.137,0.746
-0.162,-0.138,0.734
-0.142,-0.127,0.722
-0.131,-0.099,0.710
-0.120,-0.047,0.705
-0.104,-0.010,0.690
-0.085,0.002,0.667
-0.078,-0.013,0.639
-0.075,0.010,0.645
-0.063,0.012,0.635
-0.044,0.004,0.602
-0.034,0.002,0.580
-0.017,0.022,0.600
-0.008,0.032,0.616
0.013,0.047,0.635
0.026,0.054,0.661
0.027,0.082,0.707
0.036,0.072,0.730
0.041,0.071,0.762
0.042,0.069,0.787
0.038,0.050,0.787
0.040,0.050,0.799
0.039,0.023,0.803
0.040,0.002,0.819
0.037,0.000,0.839
0.028,0.009,0.857
0.017,0.011,0.867
0.011,0.019,0.895
0.008,0.011,0.927
0.008,-0.002,0.957
0.010,-0.001,0.985
0.009,0.010,1.003
0.011,0.009,1.003
0.007,0.016,1.000
0.003,0.028,1.001
0.012,0.018,1.000
0.015,0.012,0.998
0.011,0.020,0.998
0.007,0.033,0.999
0.012,0.018,0.986
0.025,-0.011,0.984
0.032,-0.022,0.984
0.035,-0.014,0.993
0.030,0.012,1.002
0.041,-0.013,0.990
0.053,-0.041,0.981
0.052,-0.034,0.985
0.042,-0.007,0.997
0.039,0.024,1.001
0.043,0.003,1.003
0.057,-0.033,1.000
0.058,-0.044,0.989
0.047,-0.031,0.994
0.044,-0.018,1.000
0.045,-0.013,1.001
0.042,-0.008,1.014
0.046,-0.018,1.017
0.049,-0.027,1.003
0.052,-0.020,0.997
0.049,-0.001,0.999
0.047,0.002,0.996
0.057,-0.009,0.994
0.059,-0.019,0.990
0.054,-0.023,0.977
0.047,-0.010,0.962
0.045,-0.010,0.962
0.049,-0.016,0.956
0.053,-0.023,0.964
0.052,-0.020,0.972
0.055,-0.011,0.976
0.053,-0.003,0.983
0.056,-0.008,0.987
0.059,-0.007,0.984
0.054,-0.002,0.980
0.047,-0.000,0.973
0.045,-0.011,0.964
0.044,-0.023,0.954
0.042,-0.018,0.957
0.039,-0.013,0.964
0.043,-0.014,0.975
0.045,-0.024,0.975
0.041,-0.031,0.969
0.039,-0.028,0.969
0.039,-0.016,0.979

-0.894,0.411,2.255
-0.910,0.393,2.578
-0.911,0.340,2.767
-0.924,0.256,2.885
-0.931,0.131,2.945
-0.932,-0.004,2.965
-0.907,-0.150,2.946
-0.883,-0.257,2.875
-0.865,-0.329,2.741
-0.838,-0.404,2.559
-0.793,-0.485,2.346
-0.735,-0.537,2.149
-0.670,-0.565,1.995
-0.616,-0.556,1.854
-0.574,-0.509,1.682
-0.543,-0.455,1.544
-0.503,-0.366,1.420
-0.473,-0.343,1.309
-0.435,-0.314,1.245
-0.405,-0.277,1.207
-0.385,-0.250,1.172
-0.359,-0.240,1.132
-0.336,-0.244,1.085
-0.319,-0.234,1.018
-0.296,-0.237,0.957
-0.278,-0.234,0.902
-0.257,-0.236,0.853
-0.240,-0.189,0.816
-0.218,-0.167,0.779
-0.192,-0.169,0.729
-0.164,-0.160,0.669
-0.145,-0.130,0.621
-0.124,-0.101,0.573
-0.102,-0.078,0.526
-0.080,-0.069,0.499
-0.063,-0.041,0.483
-0.041,-0.034,0.461
-0.012,-0.041,0.455
0.011,-0.043,0.465
0.029,-0.019,0.483
0.023,0.015,0.513
0.066,0.044,0.549
0.052,0.029,0.572
0.072,0.011,0.612
0.084,0.012,0.638
0.081,0.011,0.656
0.084,0.001,0.660
0.089,-0.013,0.657
0.090,-0.009,0.679
0.087,-0.008,0.706
0.090,-0.027,0.727
0.088,-0.031,0.759
0.082,-0.021,0.785
0.081,-0.003,0.818
0.080,-0.002,0.851
0.080,0.003,0.886
0.078,0.010,0.923
0.076,0.014,0.959
0.070,0.021,0.987
0.070,0.031,1.003
0.066,0.017,1.003
0.062,0.002,0.985
0.067,-0.027,0.963
0.071,-0.042,0.957
0.073,-0.043,0.963
0.075,-0.043,0.971
0.082,-0.041,0.990
0.088,-0.039,1.005
0.089,-0.034,1.017
0.091,-0.040,1.016
0.096,-0.058,1.000
0.096,-0.071,0.995
0.092,-0.072,0.994
0.095,-0.082,0.987
0.105,-0.089,0.980
0.105,-0.091,0.982
0.101,-0.076,0.984
0.101,-0.069,0.982
0.100,-0.073,0.982
0.101,-0.061,0.994
0.096,-0.055,1.001
0.099,-0.062,1.000
0.105,-0.069,1.007
0.104,-0.071,1.021
0.103,-0.068,1.023
0.100,-0.062,1.017
0.098,-0.051,1.015
0.097,-0.060,1.006
0.098,-0.060,1.005
0.094,-0.051,1.005
0.090,-0.042,1.002
0.086,-0.050,0.993
0.092,-0.060,0.975
0.084,-0.067,0.978
0.084,-0.058,0.988
0.079,-0.037,0.993
0.080,-0.059,0.989
0.088,-0.075,0.987
0.088,-0.083,0.981
0.080,-0.068,0.980
0.068,-0.028,0.975
0.068,-0.025,0.959
0.080,-0.052,0.958
0.086,-0.066,0.952
0.086,-0.063,0.954
0.085,-0.042,0.961
0.084,-0.027,0.962
0.081,-0.011,0.979
0.082,-0.028,0.985
0.086,-0.048,0.974
0.086,-0.056,0.969
0.080,-0.043,0.972
0.077,-0.028,0.978
0.083,-0.037,0.983
0.090,-0.047,0.982
0.094,-0.046,0.989
0.091,-0.032,0.989
0.086,-0.025,0.988
0.089,-0.038,0.975

-0.739,0.185,1.953
-0.773,0.166,2.212
-0.784,0.155,2.376
-0.803,0.110,2.469
-0.828,0.036,2.556
-0.849,-0.052,2.628
-0.840,-0.147,2.697
-0.839,-0.219,2.768
-0.826,-0.265,2.785
-0.796,-0.360,2.691
-0.777,-0.436,2.537
-0.766,-0.469,2.372
-0.748,-0.486,2.159
-0.710,-0.467,1.962
-0.662,-0.453,1.799
-0.615,-0.421,1.652
-0.555,-0.379,1.524
-0.496,-0.334,1.443
-0.460,-0.286,1.378
-0.427,-0.232,1.314
-0.395,-0.189,1.238
-0.377,-0.161,1.152
-0.363,-0.120,1.052
-0.333,-0.105,0.955
-0.306,-0.137,0.853
-0.270,-0.166,0.784
-0.236,-0.175,0.727
-0.211,-0.158,0.687
-0.188,-0.126,0.646
-0.164,-0.100,0.608
-0.137,-0.071,0.575
-0.115,-0.041,0.549
-0.092,-0.028,0.511
-0.064,-0.042,0.484
-0.045,-0.040,0.465
-0.031,-0.020,0.442
-0.018,-0.017,0.428
-0.005,-0.017,0.426
0.013,-0.007,0.430
0.040,0.003,0.452
0.048,0.031,0.497
0.051,0.053,0.511
0.073,0.065,0.552
0.081,0.054,0.594
0.095,0.056,0.626
0.104,0.040,0.665
0.104,0.012,0.690
0.113,0.002,0.721
0.116,0.004,0.769
0.108,0.014,0.821
0.101,0.033,0.863
0.098,0.049,0.894
0.092,0.050,0.923
0.085,0.040,0.938
0.076,0.033,0.950
0.074,0.020,0.963
0.071,0.012,0.966
0.069,0.009,0.964
0.070,0.000,0.958
0.077,-0.015,0.951
0.084,-0.033,0.950
0.089,-0.044,0.953
0.089,-0.037,0.966
0.090,-0.019,0.975
0.091,-0.014,0.992
0.091,-0.012,1.000
0.094,-0.009,1.001
0.099,-0.017,1.000
0.102,-0.027,0.997
0.106,-0.034,0.982
0.102,-0.029,0.968
0.101,-0.020,0.959
0.103,-0.015,0.961
0.104,-0.009,0.965
0.106,-0.001,0.968
0.111,0.003,0.982
0.117,-0.009,0.987
0.125,-0.022,0.985
0.120,-0.002,0.991
0.109,0.021,0.988
0.107,0.008,0.971
0.113,-0.007,0.971
0.111,-0.010,0.991
0.106,-0.006,1.005
0.102,0.005,1.000
0.101,0.002,1.006
0.112,-0.023,1.003
0.109,-0.030,0.999
0.113,-0.034,0.999
0.105,-0.020,1.020
0.100,-0.016,1.019
0.104,-0.046,1.000
0.102,-0.067,0.988
0.095,-0.043,0.999
0.090,-0.025,1.002
0.092,-0.010,1.012
0.093,-0.019,1.017
0.102,-0.042,1.017
0.107,-0.050,0.999
0.100,-0.040,0.977
0.094,-0.016,0.970
0.091,-0.009,0.957
0.094,-0.011,0.947
0.099,-0.008,0.952
0.105,-0.019,0.956
0.111,-0.018,0.955
0.116,-0.025,0.958
0.120,-0.022,0.969
0.114,-0.014,0.981
0.110,-0.011,0.977
0.106,-0.002,0.973
0.102,0.006,0.979
0.104,0.007,0.972
0.109,0.003,0.975
0.110,0.000,0.981
0.110,0.008,0.988
0.109,0.008,0.990
0.110,0.002,0.983
0.113,-0.009,0.978

-0.533,0.553,2.046
-0.506,0.691,2.209
-0.591,0.577,2.314
-0.600,0.434,2.462
-0.610,0.315,2.634
-0.596,0.157,2.736
-0.583,0.026,2.734
-0.555,-0.037,2.619
-0.521,-0.034,2.406
-0.479,0.011,2.162
-0.442,0.046,1.936
-0.398,0.087,1.760
-0.380,0.083,1.630
-0.328,0.035,1.519
-0.302,0.005,1.444
-0.285,-0.030,1.362
-0.269,-0.058,1.260
-0.259,-0.077,1.153
-0.246,-0.070,1.061
-0.235,-0.037,1.003
-0.224,-0.007,0.973
-0.229,-0.013,0.963
-0.219,-0.009,0.990
-0.212,-0.007,1.025
-0.215,-0.018,1.046
-0.213,-0.031,1.032
-0.214,-0.038,0.997
-0.216,-0.042,0.967
-0.215,-0.031,0.949
-0.205,-0.022,0.942
-0.195,-0.023,0.942
-0.183,-0.010,0.958
-0.173,-0.007,0.961
-0.165,-0.004,0.954
-0.161,-0.004,0.933
-0.151,0.003,0.909
-0.144,0.026,0.877
-0.133,0.037,0.850
-0.120,0.048,0.839
-0.110,0.059,0.841
-0.104,0.051,0.849
-0.085,0.006,0.836
-0.085,-0.036,0.815
-0.086,-0.042,0.791
-0.072,-0.073,0.796
-0.075,-0.042,0.846
-0.067,-0.079,0.841
-0.067,-0.063,0.836
-0.051,-0.036,0.853
-0.049,-0.036,0.880
-0.035,-0.018,0.902
-0.027,-0.005,0.910
-0.025,-0.012,0.901
-0.015,-0.027,0.901
-0.018,-0.038,0.909
-0.009,-0.047,0.908
-0.006,-0.071,0.894
0.000,-0.058,0.899
0.008,-0.043,0.915
0.019,-0.036,0.920
0.025,-0.057,0.905
0.030,-0.071,0.890
0.037,-0.074,0.873
0.040,-0.069,0.866
0.041,-0.062,0.874
0.045,-0.048,0.890
0.052,-0.021,0.906
0.053,-0.024,0.921
0.056,-0.027,0.932
0.058,-0.018,0.947
0.063,-0.014,0.951
0.067,-0.012,0.946
0.066,-0.014,0.935
0.066,-0.033,0.926
0.067,-0.057,0.929
0.065,-0.065,0.937
0.065,-0.053,0.947
0.068,-0.024,0.954
0.073,-0.005,0.968
0.076,-0.013,0.978
0.076,-0.019,0.983
0.078,-0.030,0.975
0.077,-0.037,0.967
0.087,-0.028,0.969
0.070,-0.021,0.974
0.084,-0.010,0.985
0.077,-0.025,0.980
0.078,-0.019,0.964
0.081,-0.025,0.939
0.087,-0.041,0.936
0.086,-0.068,0.951
0.083,-0.094,0.964
0.079,-0.086,0.970
0.082,-0.042,0.958
0.086,-0.035,0.948
0.085,-0.042,0.965
0.088,-0.050,0.995
0.088,-0.060,0.999
0.089,-0.052,0.984
0.096,-0.022,0.954
0.096,0.016,0.949
0.099,-0.014,0.936
0.100,-0.043,0.957
0.099,-0.059,0.976
0.097,-0.059,0.983
0.099,-0.028,0.976
0.102,-0.008,0.958
0.102,0.018,0.953
0.103,0.005,0.944
0.109,-0.033,0.958
0.106,-0.047,0.986
0.103,-0.053,0.999
0.101,-0.054,0.990
0.099,-0.045,0.974
0.099,-0.040,0.966
0.103,-0.036,0.966
0.106,-0.028,0.966
0.107,-0.042,0.954
0.110,-0.047,0.955

-0.611,0.061,2.508
-0.639,-0.020,2.664
-0.664,-0.151,2.694
-0.731,-0.227,2.750
-0.744,-0.248,2.776
-0.756,-0.336,2.821
-0.749,-0.368,2.820
-0.716,-0.400,2.792
-0.671,-0.429,2.719
-0.626,-0.437,2.600
-0.582,-0.421,2.455
-0.536,-0.388,2.291
-0.498,-0.375,2.100
-0.454,-0.351,1.916
-0.428,-0.344,1.735
-0.401,-0.344,1.566
-0.377,-0.278,1.422
-0.362,-0.243,1.292
-0.338,-0.255,1.188
-0.305,-0.246,1.095
-0.264,-0.251,1.041
-0.237,-0.271,1.016
-0.214,-0.276,0.983
-0.199,-0.271,0.940
-0.184,-0.281,0.881
-0.173,-0.281,0.804
-0.169,-0.274,0.722
-0.162,-0.250,0.652
-0.151,-0.197,0.611
-0.137,-0.172,0.569
-0.104,-0.159,0.527
-0.065,-0.146,0.522
-0.050,-0.144,0.542
-0.013,-0.124,0.562
-0.001,-0.122,0.561
0.005,-0.102,0.574
0.016,-0.095,0.575
0.040,-0.104,0.550
0.046,-0.107,0.537
0.048,-0.084,0.561
0.057,-0.081,0.587
0.070,-0.090,0.600
0.073,-0.070,0.629
0.080,-0.060,0.668
0.089,-0.079,0.703
0.089,-0.079,0.742
0.103,-0.074,0.784
0.104,-0.088,0.796
0.106,-0.091,0.802
0.110,-0.074,0.829
0.108,-0.063,0.846
0.108,-0.063,0.841
0.106,-0.059,0.829
0.104,-0.086,0.823
0.109,-0.105,0.833
0.109,-0.111,0.848
0.104,-0.092,0.874
0.107,-0.092,0.878
0.113,-0.095,0.876
0.117,-0.114,0.876
0.122,-0.116,0.885
0.118,-0.108,0.917
0.118,-0.088,0.939
0.119,-0.081,0.958
0.121,-0.086,0.959
0.125,-0.082,0.962
0.126,-0.092,0.961
0.124,-0.089,0.957
0.123,-0.071,0.950
0.125,-0.070,0.949
0.131,-0.072,0.960
0.127,-0.061,0.967
0.127,-0.068,0.958
0.138,-0.083,0.966
0.148,-0.096,0.976
0.149,-0.110,0.974
0.143,-0.090,0.972
0.139,-0.070,0.989
